Press,Reporter,Category,Submission Date,Submission Time,Last Edited Date,Last Edited Time,Article Title,Article Body,Size,url
People.cn,"Wu Chaolan, Liang Jun",Politics,20240619,1343,,,China allays concerns regarding tax inspections,"BEIJING, June 19 (Xinhua) -- China's tax authority has clarified reported tax inspections, saying it has not launched any nationwide or industry-wide campaign in this respect.
The announcement by the State Taxation Administration (STA) came amid public concerns in the wake of some enterprises reportedly being instructed to pay tax bills dating back to 30 years ago.
There is also no such arrangement as scrutinizing tax bills dating back 20 or 30 years ago, the STA said.
The administration has paid close attention to the relevant reports, and fully understands the concerns of business entities and the public, it added.
Some reported tax inspections targeted the recent tax arrears of enterprises, and some were conducted to remind and notify enterprises of taxation policies and the potential risks of violations. These are routine performances of duties by tax departments in accordance with laws and regulations, the STA said.
It is the duty of the tax departments to support the development of enterprises, said the administration, noting that the sound operation of businesses is the source of tax revenues.
China's tax departments will resolutely implement the preferential tax and fee policies, strictly prevent illegal taxation and tax collection violations, and help various business entities develop in a healthy and law-abiding way, it stated.
The administration said it is the statutory duty of tax departments to strengthen tax oversight, pledging to further optimize tax law enforcement means.
Tax authorities will work to further promote precise oversight and law enforcement, and crack down on tax misconduct to create a business environment of fair competition for law-abiding enterprises, the STA concluded. 
",1732,http://en.people.cn/n3/2024/0619/c90000-20183042.html
People.cn,"Wu Chaolan, Liang Jun",Politics,20240619,1044,,,Xi inspects northwest China's Qinghai Province,"
Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday. During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai. He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation. Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)
XINING, June 19 (Xinhua) -- Xi Jinping, general secretary of the Communist Party of China Central Committee, inspected northwest China's Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress.

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Yue Yuewei)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Ju Peng)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Ju Peng)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Yue Yuewei)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Yan Yan)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Ju Peng)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Ju Peng)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)

Chinese President Xi Jinping, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, visits a middle school in Xining, northwest China's Qinghai Province, June 18, 2024. Xi inspected Qinghai Province on Tuesday.
During the inspection, Xi visited a middle school and a Tibetan Buddhist temple in Xining, capital city of Qinghai.
He learned about local efforts in advancing the education work through collaboration between the eastern and western regions and paired assistance, and in strengthening education on forging a strong sense of community for the Chinese nation.
Xi also learned about the efforts made by the Tibetan Buddhist circle in carrying forward the fine traditions of loving the country and the religion, and in promoting ethnic unity and progress. (Xinhua/Xie Huanchi)
",12638,http://en.people.cn/n3/2024/0619/c90000-20182996.html
People.cn,"Wu Chaolan, Liang Jun",Politics,20240619,953,,,"Xi urges all-out efforts to fight floods, droughts","Chinese President Xi Jinping has urged all-out efforts to fight floods and droughts and ensure solid work in disaster relief to safeguard people's lives and property as well as social stability, Xinhua News Agency reported on Tuesday.
Chinese authorities have been working at full capacity to combat floods in part of the southern regions and drought in the northern regions. The measures include allocating central disaster relief supplies and increasing funds for agricultural disaster prevention.
Meizhou in South China's Guangdong Province has experienced heavy rainstorms since Sunday, with some areas experiencing severe flooding, leading to people being trapped, houses collapsing, roads being washed away, and disruptions in power and communication. The city has been working to rescue those in danger and minimize the damage caused by the disaster, local authorities stated on Tuesday.
Water levels measured from the main streams of Meijiang and Hanjiang rivers are slowly receding. Local Meizhou authorities lowered the flood control emergency response from level I to level II as of 11 am on Tuesday.
Local officials and emergency response personnel went door-to-door to notify residents to evacuate in a timely manner. Meanwhile, rescuers shuttled between residential buildings, evacuating trapped residents to relocation areas.
As of 11 am on Tuesday, the heavy rain in Meizhou had affected more than 164,000 people. By 10 pm on Monday, a total of 56,867 people in Meizhou had been relocated, according to media reports. By Monday, flash floods and landslides in Meizhou had resulted in five deaths and 15 people have gone missing, according to local authorities.
In Pingyuan county, one of the most-affected counties of Meizhou, there are a total of 381 damaged sections of road. The local power grid has deployed 18 generators, four power vehicles, and 118 emergency lights to provide temporary power supply to affected areas. As of 6 am on Tuesday, power has been restored to 23,605 households in Pingyuan county, with nearly half of the affected households having electricity restored, authorities confirmed.
While the waters are receding and residents in some areas are recovering from the disaster, four townships in the northeastern region of Pingyuan county, including Sishui, are among the hardest hit. In some villages, mobile communications and electricity are still to be restored, leaving residents to rely on satellite communications, a working staff from the Pingyuan county government told the Global Times on Tuesday.
Roads in these towns are also impassable and are still being repaired. Provincial emergency management authorities have dispatched helicopters to deliver essential supplies and rescuers to the worst hit regions, while evacuating the injured or vulnerable.
The local police in Pingyuan on Monday morning conducted a successful rescue operation in Bailing village, using drones with thermal imaging equipment to locate and deliver supplies to three trapped residents, according to the local authorities.
Ma Ping, a local official from Bailing village, died in a landslide while evacuating residents on Monday, according to media reports.
Some areas in Dongshi town of Pingyuan experienced communication disruptions due to heavy rains on Monday early morning, with signals restored by noon the same day. Despite a bridge being destroyed in the town, the local authorities are making efforts to ensure essential supplies for villagers, a local resident surnamed Liu told the Global Times on Tuesday.
A member from Blue Sky Rescue Team from Jiangdong new area in Heyuan of Guangdong told the Global Times on Tuesday that they were deployed to Dabu county on Monday with rescue equipment to help people who were trapped by flooding, prioritizing the evacuation of the elderly, children and pregnant women.
",3848,http://en.people.cn/n3/2024/0619/c90000-20182964.html
People.cn,"Wu Chaolan, Liang Jun",Politics,20240619,950,,,"Xi urges all-out response to floods, drought","President Xi Jinping has urged an all-out response to the recent floods and drought conditions that have hit different regions across the country, saying that utmost efforts must be made in the search for and rescue of missing and trapped individuals and the resettlement of affected residents.
Xi, who is also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, highlighted in an instruction published on Tuesday the importance of maintaining normal production and daily routines and minimizing disaster losses to the greatest extent possible.
He noted that heavy rainfall has recently hit many regions in southern China, triggering floods and geological disasters in provinces including Guangdong and Fujian and leading to casualties and property damage.
Meanwhile, drought conditions in parts of North China have become more severe, he said.
As China is set to face more challenges in flood control with the start of the main flood season, Xi urged authorities at all levels to strengthen their risk awareness, think about worst-case scenarios and ensure that their responsibilities are fulfilled and make solid work in disaster relief.
He also stressed the need to strengthen disaster monitoring and early warning, identify and eliminate potential risks, stock up on equipment and supplies, improve contingency plans, and effectively respond to various emergencies to ensure the safety of people and their property.
The nation has ramped up its flood control and disaster relief measures as floods triggered by rainstorms wreaked havoc in southern China. Meanwhile, scorching heat is baking central and northern China, with many national weather stations registering record-breaking daily high temperatures.
On Monday, the national commission for disaster prevention, reduction and relief responded to the severe rainstorm and flood disasters in Fujian and Guangdong provinces by initiating a Level 4 emergency response, the lowest in a four-tier system. Task forces were deployed to the disaster-affected regions to assist relief efforts and ensure that the basic living needs of residents are met.
Five people died and 15 others were missing after heavy rainfall hit multiple areas in Meizhou, Guangdong province, starting on Sunday, and led to power outages, internet disruptions and waterlogging.
Rainstorms have also resulted in four deaths and two people missing in Wuping county, Fujian province, as of Monday. In the province's Shanghang county, rain-triggered floods killed four people as of Tuesday.
Chen Tao, chief forecaster at the National Meteorological Center, said that as the western Pacific subtropical high gradually strengthened and moved northward starting on Tuesday, precipitation in Fujian and Guangdong will significantly decrease.
However, from Tuesday through the end of the month, the central and lower reaches of the Yangtze River will experience concentrated rainfall. Parts of the region will receive precipitation of more than 300 millimeters, which is more than twice the usual amount for the same period in a typical year, Chen said.
Jia Xiaolong, deputy director of the National Climate Center, said the lagging effect of the El Nino phenomenon may result in comparatively bad summer climate conditions, with extreme weather events becoming more frequent and floods being more prevalent than droughts. Precipitation levels in the eastern monsoon region are expected to be higher than usual, and regional and episodic flooding disasters will be prominent.
The Ministry of Finance and the Ministry of Agriculture and Rural Affairs announced on Tuesday the allocation of 443 million yuan ($61 million) to seven provinces in northern, central and eastern China — Hebei, He-nan, Shandong, Shanxi, Shaanxi Jiangsu and Anhui — in response to drought-induced damage to crops caused by prolonged heat and insufficient rainfall.
The funds will be primarily used to provide subsidies for agricultural drought-resistant measures such as watering, soil moisture replenishment, crop conversion and additional fertilization to ensure the successful completion of the critical summer sowing stage.
Wang Weiyue, a meteorological analyst at Weather China, warned of a sudden shift between drought conditions and flooding.
As the rain belt moves northward, some areas in southern China will experience less precipitation and hotter temperatures. Meanwhile, areas of southern and eastern Hubei, central and northern Anhui and Jiangsu, which were previously affected by drought conditions, will see frequent rainfall in the next two weeks, Wang said.
Preparations should be made in these areas to prevent secondary disasters such as mountain floods, landslides, debris flows, and floods in small and medium-sized rivers, he added.
",4814,http://en.people.cn/n3/2024/0619/c90000-20182962.html
People.cn,"Wu Chaolan, Liang Jun",Politics,20240619,914,,,Chinese vice premier stresses high-quality development in manufacturing,"SHANGHAI, June 18 (Xinhua) -- Chinese Vice Premier Zhang Guoqing has stressed promoting high-quality development in the manufacturing industry and accelerating the development of new quality productive forces in accordance with local conditions.
Zhang, also a member of the Political Bureau of the Communist Party of China Central Committee, made the remarks during an inspection tour in Guangdong Province and Shanghai Municipality from Friday to Tuesday.
During the tour, he visited enterprises and research institutions in industries including electronic information, biomedicine, commercial aerospace, shipbuilding and artificial intelligence, in the cities of Guangzhou, Shenzhen and Shanghai.
Zhang urged deepening the integration of scientific and technological innovation with industrial innovation, accelerating industrial application of innovative achievements, and guiding small and medium-sized enterprises to specialize in a niche market and develop cutting-edge technologies.
Efforts should be made to promote large-scale equipment and technological upgrades in the manufacturing industry, accelerate the construction and popularization of the industrial internet, promote energy conservation and carbon reduction technologies, and develop green manufacturing, said Zhang.
Noting that recent heavy and persistent rainfall has led to flooding and geological disasters in parts of the south, Zhang said no effort should be spared to carry out flood prevention as well as rescue and relief work, improve disaster monitoring and early warning, strengthen inspection in disaster-prone areas, promptly evacuate those people affected, and ensure the safety of people's lives and property. 
",1697,http://en.people.cn/n3/2024/0619/c90000-20182928.html
People.cn,"Wu Chaolan, Liang Jun",Politics,20240619,801,,,Xi delivers important instructions on flood control and drought relief,"BEIJING, June 18 (Xinhua) -- Xi Jinping, general secretary of the Communist Party of China (CPC) Central Committee, also Chinese president and chairman of the Central Military Commission, delivered important instructions on the work to fight floods and droughts.
Xi pointed out that heavy rain has continued in many places of southern China, and floods and geological disasters have occurred in Guangdong and Fujian provinces as well as other regions, causing casualties and property losses. In some parts of northern China, drought has occurred and spread rapidly. It is obvious that floods are wreaking havoc in the south while droughts are making trouble in the north.
Xi called for all-out efforts to deal with the disaster, do everything possible to search and rescue those missing or trapped, properly resettle those affected, ensure production and life order, and minimize losses.
Xi emphasized that as China enters the flood season, the flood control situation is growing increasingly severe. He urged all regions and relevant departments to strengthen risk awareness, prepare for worst-case scenarios, make those in charge have stronger sense of responsibility, and strengthen comprehensive planning, so as to ensure that work is consolidated in flood control, drought relief, emergency response, and disaster relief.
Xi also urged efforts to strengthen monitoring and early warning for disasters, ferret hazards in a timely manner, prepare adequate supplies and equipment, and better work plans, thus effectively tackling emergencies to safeguard people's lives and property as well as social stability. 
",1615,http://en.people.cn/n3/2024/0619/c90000-20182766.html
People.cn,"Zhong Wenxing, Liang Jun",Politics,20240618,1645,,,"Xi urges all-out efforts to fight floods, droughts","BEIJING, June 18 (Xinhua) -- Chinese President Xi Jinping has urged all-out efforts to fight floods and droughts and ensure solid work in disaster relief to safeguard people's lives and property as well as social stability. 
",225,http://en.people.cn/n3/2024/0618/c90000-20182742.html
People.cn,"Zhong Wenxing, Liang Jun",Politics,20240618,1003,,,China's top legislature schedules upcoming standing committee session,"
Zhao Leji, chairman of the National People's Congress (NPC) Standing Committee, presides over the 26th meeting of the Council of Chairpersons of the 14th NPC Standing Committee at the Great Hall of the People in Beijing, capital of China, June 17, 2024. (Xinhua/Liu Weibing)
BEIJING, June 17 (Xinhua) -- The Standing Committee of the 14th National People's Congress (NPC), China's top legislature, will hold its 10th session in Beijing from June 25 to 28.
The decision, announced on Monday, was made during a meeting of the Council of Chairpersons of the NPC Standing Committee, which was presided over by Zhao Leji, chairman of the standing committee.
According to the proposed agenda, national lawmakers will deliberate a draft law on emergency response and management, a draft organic law for rural collective economy, a draft financial stability law and a draft preschool education law.
They will review draft revisions to the frontier health and quarantine law, the public security administration punishments law, the cultural relics protection law and the mineral resources law, respectively.
A draft amendment to the accounting law will also be tabled at the session, according to the agenda.
In addition, lawmakers will review a draft decision on adjusting the application of the food safety law in the Hainan Free Trade Port, as well as two bills concerning the Minamata Convention on Mercury and an extradition treaty between China and Panama, respectively. 
",1470,http://en.people.cn/n3/2024/0618/c90000-20182501.html
People.cn,"Wu Chaolan, Liang Jun",Politics,20240618,1001,,,"Xi: Carry forward spirit of patriotism, revolution","President Xi Jinping has called on the alumni association of the Huangpu Military Academy to carry forward the spirit of patriotism and revolution, firmly oppose separatism seeking ""Taiwan independence"" and promote national reunification.
Xi, who is also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, made the remarks in a congratulatory message published on Monday to the alumni association of the Huangpu (Whampoa) Military Academy on the centennial of the academy and the 40th anniversary of the alumni association.
Xi expressed hope in the message that the vast number of the alumni of the academy and their families, both at home and abroad, will honor the legacy of their predecessors, shoulder responsibilities and contribute to the building of a strong socialist country and achieving national rejuvenation.
Xi noted in the message that the academy is the result of the first cooperation between the Chinese Kuomintang and the CPC.
The academy, founded in 1924 by late revolutionary leader Sun Yat-sen, helped train many well-known leaders and military commanders in modern Chinese history.
Under the leadership of the CPC, the alumni association is a patriotic organization that connects domestic and overseas graduates from the academy and their families, Xi noted.
Since its establishment, the association has made positive contributions to expanding cross-Strait exchanges and cooperation, opposing ""Taiwan independence"" separatist activities, and advancing national reunification, he said.
Xi's message was conveyed at a symposium in Beijing on Monday.
Wang Huning, chairman of the National Committee of the Chinese People's Political Consultative Conference, addressed the symposium and called on the graduates and their families to actively promote youth exchanges between the mainland and Taiwan, and bring people on both sides of the Taiwan Strait closer.
",1944,http://en.people.cn/n3/2024/0618/c90000-20182497.html
People.cn,"Zhong Wenxing, Liang Jun",Politics,20240618,802,,,Xi sends congratulatory message on centennial of Huangpu Military Academy,"BEIJING, June 17 (Xinhua) -- Chinese President Xi Jinping has sent a congratulatory message to the alumni association of the Huangpu Military Academy on the centennial of the academy and the 40th anniversary of the alumni association.
On behalf of the Communist Party of China (CPC) Central Committee, Xi, also general secretary of the CPC Central Committee and chairman of the Central Military Commission, extended warm congratulations to the alumni association of the academy and sincere greetings to alumni and their relatives at home and abroad.
The Huangpu (Whampoa) Military Academy, born out of the first cooperation between the Chinese Kuomintang (KMT) and the CPC, stood as the first academy cultivating military officers for the Chinese revolution, Xi said in the letter.
The alumni association of the academy, a CPC-led patriotic mass organization connecting the academy's alumni and their relatives at home and abroad, has served the overall development of the Party and the country and played a positive part in expanding exchanges and cooperation across the Taiwan Strait, opposing separatism seeking ""Taiwan independence,"" and pushing forward national reunification, Xi said.
He urged the alumni association to carry on the patriotic and revolutionary tradition of the Huangpu Military Academy, firmly oppose separatism seeking ""Taiwan independence"" and promote national reunification, and pool wisdom and strength for realizing the Chinese dream.
He expressed the hope that alumni and their relatives at home and abroad would take an active part in Chinese modernization and contribute to the building of a strong country and the realization of national rejuvenation.
The academy was founded in south China's Guangzhou in June 1924.
A symposium commemorating the centennial of the Huangpu Military Academy and the 40th anniversary of its alumni association was held in Beijing on Monday. Xi's message was read out at the event.
Wang Huning, a member of the Standing Committee of the Political Bureau of the CPC Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference, attended the symposium and delivered a speech.
Wang hailed the patriotic and revolutionary history and traditions of Huangpu's alumni and their families both in China and overseas, saying they are an important force in advancing national reunification and rejuvenation.
Wang called on the group to be firm in advancing the great cause of national reunification, active in engaging in cross-Strait exchange and cooperation, and vigorous in encouraging exchange among youth on both sides of the Strait.
He also urged the group to be resolute in opposing ""Taiwan independence"" separatism and external interference, and to help maintain peace and stability in the Strait. 

Wang Huning, a member of the Standing Committee of the Political Bureau of the Communist Party of China (CPC) Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference, attends a symposium commemorating the centennial of the Huangpu Military Academy and the 40th anniversary of its alumni association and delivers a speech at the event in Beijing, capital of China, June 17, 2024. Chinese President Xi Jinping has sent a congratulatory message to the alumni association of the Huangpu Military Academy on the centennial of the academy and the 40th anniversary of the alumni association.
On behalf of the CPC Central Committee, Xi, also general secretary of the CPC Central Committee and chairman of the Central Military Commission, extended warm congratulations to the alumni association of the academy and sincere greetings to alumni and their relatives at home and abroad.
Xi's message was read out at the symposium. (Xinhua/Yin Bogu)

Wang Huning, a member of the Standing Committee of the Political Bureau of the Communist Party of China (CPC) Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference, attends a symposium commemorating the centennial of the Huangpu Military Academy and the 40th anniversary of its alumni association and delivers a speech at the event in Beijing, capital of China, June 17, 2024. Chinese President Xi Jinping has sent a congratulatory message to the alumni association of the Huangpu Military Academy on the centennial of the academy and the 40th anniversary of the alumni association.
On behalf of the CPC Central Committee, Xi, also general secretary of the CPC Central Committee and chairman of the Central Military Commission, extended warm congratulations to the alumni association of the academy and sincere greetings to alumni and their relatives at home and abroad.
Xi's message was read out at the symposium. (Xinhua/Yin Bogu)

Wang Huning, a member of the Standing Committee of the Political Bureau of the Communist Party of China (CPC) Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference, attends a symposium commemorating the centennial of the Huangpu Military Academy and the 40th anniversary of its alumni association and delivers a speech at the event in Beijing, capital of China, June 17, 2024. Chinese President Xi Jinping has sent a congratulatory message to the alumni association of the Huangpu Military Academy on the centennial of the academy and the 40th anniversary of the alumni association.
On behalf of the CPC Central Committee, Xi, also general secretary of the CPC Central Committee and chairman of the Central Military Commission, extended warm congratulations to the alumni association of the academy and sincere greetings to alumni and their relatives at home and abroad.
Xi's message was read out at the symposium. (Xinhua/Yin Bogu)
",5797,http://en.people.cn/n3/2024/0618/c90000-20182276.html
People.cn,"Zhong Wenxing, Liang Jun",Politics,20240617,1635,,,"Former senior Xinjiang official expelled from CPC, public office","BEIJING, June 17 (Xinhua) -- Li Pengxin, former deputy secretary of the Xinjiang Uygur Autonomous Regional Committee of the Communist Party of China (CPC), has been expelled from the CPC and dismissed from public office over serious violations of Party discipline and laws.
The decision was made following an investigation by the CPC Central Commission for Discipline Inspection (CCDI) and the National Commission of Supervision (NCS) with the approval of the CPC Central Committee, according to a statement released by the CCDI and NCS on Monday.
The investigation found that Li had lost his ideals and convictions, and was dishonest about his problems in the face of Party inquiry, the statement said.
Failing to abide by the central Party leadership's eight-point decision on improving conduct, he attended banquets and accepted vehicle and driver services that could affect the fair execution of his official duties, according to the investigation findings.
He was found to have accepted money and valuables, and taken advantage of his former position to seek benefits for others in mineral exploitation projects, enterprise operations and job adjustment and promotion, which are in violation of relevant regulations.
According to the statement, Li's actions constituted serious duty-related violations, and he was also suspected of taking bribes, the statement said.
Li's illicit gains will be confiscated, and the case will be transferred to the procuratorial organs for examination and prosecution in accordance with the law, according to the statement. 
",1562,http://en.people.cn/n3/2024/0617/c90000-20182233.html
People.cn,"Zhong Wenxing, Liang Jun",Politics,20240617,1635,,,"Former provincial anti-graft official expelled from CPC, public office","BEIJING, June 17 (Xinhua) -- Chen Yuxiang, a former anti-graft official in north China's Hebei Province, has been expelled from the Communist Party of China (CPC) and dismissed from public office over serious violations of Party discipline and laws.
The decision was made following an investigation by the CPC Central Commission for Discipline Inspection (CCDI) and the National Commission of Supervision (NCS) with the approval of the CPC Central Committee, according to a statement by the CCDI and NCS.
Chen was formerly a deputy head of Hebei's discipline inspection commission and provincial commission of supervision.
The investigation found that Chen failed to abide by the central Party leadership's eight-point decision on improving conduct, indulging in hedonism, extravagance and attending regular banquets, the statement said.
Chen was found to have sought benefits for others in job promotion, enterprise operations and project operations, and in return accepted money and valuables.
Chen's acts constituted a serious breach of office duties and he was suspected of taking bribes, the anti-graft body said, adding that his illicit gains will be confiscated and his case will be transferred to the procuratorate for examination and prosecution in accordance with the law. 
",1284,http://en.people.cn/n3/2024/0617/c90000-20182232.html
